,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Count,Total,Degree Ratio,Subtopic,Main topic,Weight,Total Weight,Ratio Weight
15,2.0,7880.0,Liste des communes des Pyrénées-Atlantiques,19.0,1.0,Q467049,Compilation.List_Disambig,239.0,1049.0,97.0,5.0,185.0,11.304348,7.949071400000001,23.519403,2.0,237.0,0.008438818565400843,List_Disambig,Compilation,0.0,1381.5589342564347,0.0
16,5.0,9366.0,Julien Dray,4.0,0.14415885508060455,Q3189473,History_and_Society.Politics_and_government,0.0,46831.166666666395,163.0,6.0,60.0,15.217392000000002,-17.430532,-0.24135499,40.0,434.0,0.09216589861751152,Politics_and_government,History_and_Society,28.83177101612091,3309.2217975556846,0.008712553216413942
17,3.0,9405.0,Asie centrale,1.0,0.5621865391731262,Q27275,History_and_Society.Society,13.0,4177.499195153041,95.0,14.0,175.0,12.608696,-7.254536,-21.919945000000002,7.0,150.0,0.04666666666666667,Society,History_and_Society,11.80591732263565,368.7960807308554,0.03201204660103619
18,3.0,9448.0,Saint-Siège,1.0,0.8080772161483765,Q159583,History_and_Society.Society,13.0,2097.0,95.0,14.0,175.0,12.608696,12.576078,-12.503745,7.0,150.0,0.04666666666666667,Society,History_and_Society,16.969621539115902,368.7960807308554,0.04601356257768966
19,7.0,9462.0,États fédérés de Micronésie,1.0,0.9916942119598388,Q702,Geography.Geographical,13.0,9387.0,95.0,14.0,175.0,17.826088000000006,-20.039248,5.266994,7.0,150.0,0.04666666666666667,Geographical,Geography,0.0,368.7960807308554,0.0
20,7.0,9510.0,Henri Emmanuelli,4.0,1.0000100135803225,Q1347791,Culture.Biography.Biography*,0.0,65069.00000000001,163.0,6.0,60.0,17.826088000000006,2.2987587000000005,17.156845,48.0,434.0,0.11059907834101383,Biography*,Culture,0.0,3309.2217975556846,0.0
21,5.0,9995.0,Jean Lassalle,19.0,0.10088862478733064,Q3173022,History_and_Society.Politics_and_government,239.0,10876.166666666546,97.0,5.0,185.0,15.217392000000002,-24.137556,-1.2429235,28.0,237.0,0.1181434599156118,Politics_and_government,History_and_Society,14.12440747022629,1381.5589342564347,0.010223528739892776
22,3.0,11114.0,Roland Giraud,13.0,0.998876452445984,Q3440076,Culture.Biography.Biography*,74.0,47.7,134.0,17.0,0.0,12.608696,-24.188107000000002,24.902046,49.0,278.0,0.17625899280575538,Biography*,Culture,0.0,8582.440589725971,0.0
23,2.0,12059.0,Étienne Chatiliez,11.0,0.998977780342102,Q289512,Culture.Biography.Biography*,183.0,2405.0333333333137,168.0,1.0,0.0,11.304348,-14.816096,-23.299812,79.0,515.0,0.1533980582524272,Biography*,Culture,0.0,15653.032885827124,0.0
24,4.0,12128.0,Robert Zemeckis,5.0,0.3998216390609741,Q187364,Culture.Media.Media*,233.0,4188.0,124.0,1.0,54.0,13.913044000000001,-8.495558,0.0683077,60.0,515.0,0.11650485436893206,Media*,Culture,95.95719337463379,15653.032885827124,0.0061302620440743605
25,2.0,12621.0,Sacramento,14.0,0.9697954058647156,Q18013,Geography.Geographical,49.0,2096.0000000000005,164.0,2.0,0.0,11.304348,-19.868937,18.007839999999995,2.0,385.0,0.005194805194805196,Geographical,Geography,0.0,31936.070676252246,0.0
26,1.0,13884.0,Hervé Guibert,2.0,0.2120788097381592,Q84153,History_and_Society.Society,88.0,0.0,77.0,4.0,193.0,10.0,19.48754,7.498862299999999,41.0,709.0,0.05782792665726375,Society,History_and_Society,8.695231199264528,17206.450452812016,0.0005053471791355715
27,10.0,14364.0,Ankara,2.0,0.1732981950044632,Q3640,History_and_Society.History,88.0,31553.72385966074,77.0,4.0,193.0,21.73913,-0.5953589,15.700451999999999,38.0,709.0,0.0535966149506347,History,History_and_Society,65.853314101696,17206.450452812016,0.0038272457345166
28,3.0,14749.0,Lundi,0.0,0.8903042674064636,Q105,STEM.STEM*,170.0,0.0,44.0,10.0,235.0,12.608696,-7.262132000000001,-10.944405,8.0,100.0,0.08,STEM*,STEM,0.0,200.20470739901063,0.0
29,3.0,14751.0,Mardi,0.0,0.15611489117145538,Q127,Culture.Philosophy_and_religion,170.0,0.0,44.0,10.0,235.0,12.608696,14.500132999999998,-22.32806,6.0,100.0,0.06,Philosophy_and_religion,Culture,2.810068041086197,200.20470739901063,0.014035973866916594
30,4.0,14752.0,Mercredi,0.0,0.11597072333097458,Q128,Culture.Philosophy_and_religion,170.0,3141.0,44.0,10.0,235.0,13.913044000000001,-4.688372599999999,-12.786719,6.0,100.0,0.06,Philosophy_and_religion,Culture,2.78329735994339,200.20470739901063,0.01390225732503003
31,3.0,14755.0,Samedi,0.0,0.2814156115055084,Q131,Culture.Philosophy_and_religion,170.0,0.0,44.0,10.0,235.0,12.608696,8.374088,-18.258347,6.0,100.0,0.06,Philosophy_and_religion,Culture,5.0654810070991525,200.20470739901063,0.02530150800602096
32,11.0,16915.0,Alain Delon,5.0,0.12253321707248688,Q106529,Culture.Media.Media*,233.0,91539.36232171553,124.0,1.0,54.0,23.043478,5.468172,-7.515445,60.0,515.0,0.11650485436893206,Media*,Culture,80.87192326784134,15653.032885827124,0.005166533786629042
33,1.0,17107.0,Dominique Schnapper,4.0,0.1732981950044632,Q445984,History_and_Society.History,0.0,0.0,163.0,6.0,60.0,10.0,-6.0788198,-18.257285999999997,15.0,434.0,0.034562211981566816,History,History_and_Society,2.5994729250669484,3309.2217975556846,0.0007855239340521133
34,1.0,18564.0,Liste des présidents du Pérou,4.0,0.10375863313674928,Q270818,History_and_Society.Politics_and_government,0.0,0.0,163.0,6.0,60.0,10.0,18.925291,8.629934,40.0,434.0,0.09216589861751152,Politics_and_government,History_and_Society,4.150345325469972,3309.2217975556846,0.0012541756277973186
35,5.0,19071.0,Danois,0.0,0.9886782765388488,Q9035,Culture.Linguistics,170.0,20703.73809523809,44.0,10.0,235.0,15.217392000000002,13.404182999999998,14.208673999999998,3.0,100.0,0.03,Linguistics,Culture,14.830174148082733,200.20470739901063,0.07407505218409273
36,9.0,19385.0,Dominique Nicolas,20.0,0.20182321965694427,Q3035362,Culture.Media.Music,135.0,1049.0,134.0,12.0,0.0,20.434784,9.435193,-17.819736,14.0,78.0,0.1794871794871795,Music,Culture,25.42972567677498,947.0341105461121,0.02685196382431336
37,5.0,19517.0,Raj britannique,1.0,0.7371681928634644,Q129286,History_and_Society.History,13.0,20857.20254179028,95.0,14.0,175.0,15.217392000000002,9.070458,0.6046037,9.0,150.0,0.06,History,History_and_Society,33.172568678855896,368.7960807308554,0.08994826792388007
38,2.0,20536.0,Fête nationale,2.0,0.2568419873714447,Q57598,History_and_Society.Society,88.0,2701.811525087903,77.0,9.0,193.0,11.304348,-16.261553,22.821177,9.0,407.0,0.022113022113022112,Society,History_and_Society,4.623155772686005,8154.84935669601,0.0005669210515691372
39,1.0,30252.0,Édith Scob,3.0,0.9995657801628112,Q273803,Culture.Biography.Biography*,0.0,0.0,129.0,9.0,152.0,10.0,18.32463,2.7900183,41.0,407.0,0.10073710073710074,Biography*,Culture,0.0,8154.84935669601,0.0
40,5.0,35531.0,Dioclétien,18.0,0.9496793746948242,Q43107,History_and_Society.History,0.0,3143.5172413793107,139.0,18.0,41.0,15.217392000000002,8.287491000000001,8.453919,4.0,29.0,0.13793103448275862,History,History_and_Society,18.993587493896484,67.76031997799872,0.2803054575312448
41,2.0,35953.0,Figeac,19.0,0.9965265989303588,Q207614,Geography.Regions.Europe.Western_Europe,239.0,1049.0,97.0,5.0,185.0,11.304348,-10.393017,8.773381,39.0,237.0,0.16455696202531644,Western_Europe,Geography,0.0,1381.5589342564347,0.0
42,3.0,37436.0,Louis Riel,4.0,0.12253321707248688,Q313691,History_and_Society.Politics_and_government,0.0,1635.85792162892,163.0,4.0,60.0,12.608696,21.839237,-8.772569,55.0,709.0,0.07757404795486601,Politics_and_government,History_and_Society,20.21798081696033,17206.450452812016,0.0011750233363009598
43,1.0,38966.0,Karlsruhe,16.0,0.9966334104537964,Q1040,Geography.Regions.Europe.Western_Europe,160.0,0.0,96.0,0.0,153.0,10.0,-14.927194,-12.141812,33.0,197.0,0.16751269035532995,Western_Europe,Geography,0.0,6809.49644510448,0.0
44,1.0,39401.0,Province romaine,18.0,0.9099169969558716,Q182547,History_and_Society.History,0.0,0.0,139.0,18.0,41.0,10.0,-12.037429,-14.410813000000001,4.0,29.0,0.13793103448275862,History,History_and_Society,3.6396679878234863,67.76031997799872,0.053713854790019576
45,1.0,40195.0,Rébellion des Patriotes,7.0,0.5000100135803223,Q2466441,History_and_Society.Military_and_warfare,116.0,0.0,157.0,6.0,0.0,10.0,-22.168875,3.396978,21.0,434.0,0.04838709677419355,Military_and_warfare,History_and_Society,10.500210285186768,3309.2217975556846,0.0031730149647094122
46,3.0,40545.0,Pierre Messmer,4.0,0.41490885615348816,Q271822,History_and_Society.Politics_and_government,0.0,9387.0,163.0,6.0,60.0,12.608696,19.74275,16.509583,40.0,434.0,0.09216589861751152,Politics_and_government,History_and_Society,49.78906273841858,3309.2217975556846,0.015045550218240025
47,3.0,41470.0,William McKinley,0.0,0.8031837940216064,Q35041,History_and_Society.Politics_and_government,170.0,2097.0,44.0,2.0,235.0,12.608696,4.51035,18.518957,6.0,385.0,0.015584415584415584,Politics_and_government,History_and_Society,14.457308292388914,31936.070676252246,0.0004526952748491821
48,5.0,41714.0,Député,4.0,0.4843900501728058,Q1055894,History_and_Society.Politics_and_government,0.0,11438.950394339172,163.0,4.0,60.0,15.217392000000002,12.44232,18.46446,55.0,709.0,0.07757404795486601,Politics_and_government,History_and_Society,133.2072637975216,17206.450452812016,0.007741705017129306
49,8.0,42703.0,Maria Schneider (actrice),5.0,0.2509227991104126,Q224071,History_and_Society.History,233.0,33943.88621092968,124.0,1.0,54.0,19.130436,1.4389181999999998,5.603022,14.0,515.0,0.027184466019417475,History,History_and_Society,28.10335350036621,15653.032885827124,0.0017953935001192066
50,2.0,42827.0,Les Parapluies de Cherbourg,0.0,0.9841036200523376,Q163868,Culture.Media.Media*,170.0,1938.8452380952367,44.0,2.0,235.0,11.304348,-7.4369473,-8.887089999999997,59.0,385.0,0.15324675324675324,Media*,Culture,116.12422716617584,31936.070676252246,0.0036361463607520812
51,6.0,43570.0,Dominique Sanda,5.0,0.2227101624011993,Q179152,History_and_Society.History,233.0,47847.37918523633,124.0,1.0,54.0,16.521739999999998,12.665473,-3.9507727999999998,14.0,515.0,0.027184466019417475,History,History_and_Society,18.707653641700738,15653.032885827124,0.0011951456167091678
52,27.0,43577.0,Warner Music Group,14.0,0.6001983880996704,Q21077,Culture.Media.Media*,49.0,25668.19081603517,164.0,2.0,0.0,43.913044,8.201918,9.240944,59.0,385.0,0.15324675324675324,Media*,Culture,956.116032242775,31936.070676252246,0.029938436758087005
53,3.0,43897.0,Danièle Delorme,5.0,0.4455395638942719,Q290517,History_and_Society.History,233.0,0.0,124.0,1.0,54.0,12.608696,-15.874068,-15.401295999999999,14.0,515.0,0.027184466019417475,History,History_and_Society,18.71266168355942,15653.032885827124,0.0011954655573810625
54,22.0,44206.0,Musiques du monde,14.0,0.7718535065650941,Q205049,Culture.Media.Media*,49.0,0.3,164.0,2.0,0.0,37.391304,-19.845036,-8.748581,59.0,385.0,0.15324675324675324,Media*,Culture,1001.865851521492,31936.070676252246,0.03137098053413573
55,2.0,44308.0,Maurice Ronet,5.0,0.9984121918678284,Q965584,Culture.Biography.Biography*,233.0,1049.0,124.0,1.0,54.0,11.304348,12.641994,-9.908395,79.0,515.0,0.1533980582524272,Biography*,Culture,0.0,15653.032885827124,0.0
56,3.0,44529.0,Marina Vlady,5.0,0.4378334879875183,Q240896,History_and_Society.History,233.0,49122.565372440935,124.0,1.0,54.0,12.608696,11.612878,16.284613,14.0,515.0,0.027184466019417475,History,History_and_Society,18.38900649547577,15653.032885827124,0.0011747887217515465
57,1.0,44558.0,Michel Creton,11.0,0.9991269707679749,Q430322,Culture.Biography.Biography*,183.0,0.0,168.0,1.0,0.0,10.0,-18.848045000000006,8.36112,79.0,515.0,0.1533980582524272,Biography*,Culture,0.0,15653.032885827124,0.0
58,2.0,45084.0,Théodose II,18.0,0.9304682612419128,Q160353,History_and_Society.History,0.0,0.0,139.0,18.0,41.0,11.304348,-0.6426852,-18.598597,4.0,29.0,0.13793103448275862,History,History_and_Society,7.443746089935303,67.76031997799872,0.10985405754211656
59,12.0,45217.0,Social-démocratie,4.0,0.7981967926025391,Q121254,History_and_Society.Politics_and_government,0.0,68835.54957398596,163.0,6.0,60.0,24.347828,-19.85988,0.91849315,40.0,434.0,0.09216589861751152,Politics_and_government,History_and_Society,383.1344604492188,3309.2217975556846,0.11577781239450805
60,1.0,45409.0,Flashdance,0.0,0.9954004287719728,Q611043,Culture.Media.Media*,170.0,0.0,44.0,2.0,235.0,10.0,-19.118536,0.6097155,59.0,385.0,0.15324675324675324,Media*,Culture,58.728625297546394,31936.070676252246,0.0018389433657289961
61,1.0,45813.0,Marc Bloch,0.0,0.3629792034626007,Q156585,Culture.Philosophy_and_religion,170.0,0.0,44.0,10.0,235.0,10.0,-1.762334,-3.40699,6.0,100.0,0.06,Philosophy_and_religion,Culture,2.177875220775604,200.20470739901063,0.010878241820933159
62,2.0,46450.0,Bulle Ogier,13.0,0.9993221759796144,Q204336,Culture.Biography.Biography*,74.0,2096.0,134.0,17.0,0.0,11.304348,-20.117544,-0.88842046,49.0,278.0,0.17625899280575538,Biography*,Culture,0.0,8582.440589725971,0.0
63,8.0,46791.0,Arme chimique,17.0,0.8840492963790894,Q3639228,History_and_Society.Military_and_warfare,0.0,0.0,94.0,7.0,235.0,19.130436,9.205779,-10.09783,55.0,371.0,0.14824797843665768,Military_and_warfare,History_and_Society,388.9816904067993,181345.4238890186,0.0021449765980577034
64,1.0,47712.0,Le Crabe-tambour (film),13.0,0.9591643214225768,Q3221920,Culture.Media.Media*,74.0,0.0,134.0,17.0,0.0,10.0,-17.2397,20.351793,20.0,278.0,0.07194244604316546,Media*,Culture,19.18328642845153,8582.440589725971,0.0022351784702612236
65,3.0,47919.0,Ticky Holgado,13.0,0.99753737449646,Q2121322,Culture.Biography.Biography*,74.0,2200.533333333334,134.0,17.0,0.0,12.608696,1.1721045,-15.990548,49.0,278.0,0.17625899280575538,Biography*,Culture,0.0,8582.440589725971,0.0
66,1.0,48067.0,La Cinq,0.0,0.5621865391731262,Q2704729,Culture.Media.Media*,170.0,0.0,44.0,9.0,235.0,10.0,4.651006,-12.398543,51.0,407.0,0.12530712530712532,Media*,Culture,28.67151349782944,8154.84935669601,0.0035158851186241767
67,1.0,49232.0,Magali,0.0,0.7371681928634644,Q430082,Culture.Linguistics,170.0,0.0,44.0,10.0,235.0,10.0,-0.13947220000000002,-14.372387,3.0,100.0,0.03,Linguistics,Culture,2.211504578590393,200.20470739901063,0.01104621668152305
68,1.0,49924.0,Guy Mollet,19.0,0.3998216390609741,Q314006,History_and_Society.Politics_and_government,239.0,0.0,97.0,5.0,185.0,10.0,-7.944816,6.605549000000001,28.0,237.0,0.1181434599156118,Politics_and_government,History_and_Society,11.195005893707275,1381.5589342564347,0.008103169264894598
69,6.0,53693.0,Courrier international,2.0,0.8354935646057129,Q1137712,Culture.Media.Media*,88.0,148651.06571250522,77.0,4.0,193.0,16.521739999999998,11.145184500000001,-18.791,20.0,709.0,0.028208744710860368,Media*,Culture,100.25922775268556,17206.450452812016,0.005826839651074018
70,3.0,54670.0,Mission impossible (série télévisée),0.0,0.960371196269989,Q369111,Culture.Media.Media*,170.0,17546.561716826338,44.0,9.0,235.0,12.608696,7.1423440000000005,22.610197,51.0,407.0,0.12530712530712532,Media*,Culture,146.93679302930832,8154.84935669601,0.01801833321527361
71,6.0,56358.0,Roland Emmerich,3.0,0.20182321965694427,Q60100,Culture.Media.Media*,0.0,25363.723784812184,129.0,9.0,152.0,16.521739999999998,8.301563999999999,12.545812,51.0,407.0,0.12530712530712532,Media*,Culture,61.757905215024955,8154.84935669601,0.0075731509576341905
72,1.0,57308.0,Jean-Baptiste Philibert Willaumez,4.0,0.9399233460426332,Q3164355,History_and_Society.Military_and_warfare,0.0,0.0,163.0,4.0,60.0,10.0,16.837582,-5.2404589999999995,36.0,709.0,0.050775740479548664,Military_and_warfare,History_and_Society,33.8372404575348,17206.450452812016,0.0019665439162093326
73,2.0,57443.0,Paul Reynaud,4.0,0.38492217659950256,Q161076,History_and_Society.Politics_and_government,0.0,1049.0,163.0,6.0,60.0,11.304348,11.494161,-10.960083000000001,40.0,434.0,0.09216589861751152,Politics_and_government,History_and_Society,30.793774127960205,3309.2217975556846,0.00930544279344033
74,3.0,58648.0,Les Oiseaux (film),5.0,0.998309314250946,Q110043,Culture.Media.Media*,233.0,9369.0,124.0,1.0,54.0,12.608696,-6.655620599999999,20.841082,60.0,515.0,0.11650485436893206,Media*,Culture,179.69567656517026,15653.032885827124,0.011479927109069952
75,3.0,58672.0,Fenêtre sur cour,5.0,0.9965265989303588,Q34414,Culture.Media.Media*,233.0,4249.649472335292,124.0,1.0,54.0,12.608696,19.585619,-14.136694,60.0,515.0,0.11650485436893206,Media*,Culture,179.37478780746457,15653.032885827124,0.011459427007904494
76,2.0,59426.0,Bruno Gollnisch,19.0,0.9890230894088744,Q463260,History_and_Society.Politics_and_government,239.0,1049.0,97.0,5.0,185.0,11.304348,-13.500356,-19.496883,28.0,237.0,0.1181434599156118,Politics_and_government,History_and_Society,55.38529300689697,1381.5589342564347,0.04008898327359864
77,1.0,64446.0,Grande-Synthe,13.0,1.0000100135803225,Q769160,Geography.Regions.Europe.Western_Europe,74.0,0.0,134.0,17.0,0.0,10.0,-18.01857,0.7549579000000001,51.0,278.0,0.18345323741007194,Western_Europe,Geography,0.0,8582.440589725971,0.0
78,13.0,64954.0,Le Dernier Empereur,5.0,0.9416641592979432,Q212775,Culture.Media.Media*,233.0,17740.411261962225,124.0,1.0,54.0,25.652174,0.047532927,17.975154999999994,60.0,515.0,0.11650485436893206,Media*,Culture,734.4980442523957,15653.032885827124,0.04692368882182822
79,17.0,65216.0,Bernardo Bertolucci,5.0,0.15611489117145538,Q53009,Culture.Media.Media*,233.0,47965.77860625597,124.0,1.0,54.0,30.869566,-12.97198,12.348460000000001,60.0,515.0,0.11650485436893206,Media*,Culture,159.2371889948845,15653.032885827124,0.010172928796378123
80,2.0,66044.0,Robert Charlebois,20.0,0.16886694729328156,Q464534,Culture.Media.Media*,135.0,1049.0,134.0,12.0,0.0,11.304348,14.06456,-12.3711605,16.0,78.0,0.20512820512820512,Media*,Culture,5.40374231338501,947.0341105461121,0.005705963759076127
81,4.0,66104.0,Siam,2.0,0.4843900501728058,Q1081620,History_and_Society.History,88.0,125635.96518774766,77.0,4.0,193.0,13.913044000000001,16.781048000000002,11.757937,38.0,709.0,0.0535966149506347,History,History_and_Society,73.6272876262665,17206.450452812016,0.0042790515003769255
82,61.0,66351.0,Alep,17.0,0.4688006341457367,Q41183,History_and_Society.History,0.0,50851.86662611112,94.0,7.0,235.0,88.260864,-20.836873999999998,7.5049505000000005,10.0,371.0,0.026954177897574125,History,History_and_Society,285.9683868288994,181345.4238890186,0.00157692640209057
83,2.0,66698.0,Pauline Bonaparte,4.0,0.8175845146179199,Q152785,History_and_Society.History,0.0,1049.0,163.0,4.0,60.0,11.304348,13.994032,13.222914999999999,38.0,709.0,0.0535966149506347,History,History_and_Society,62.13642311096192,17206.450452812016,0.003611228433276724
84,5.0,66970.0,Assemblée générale des Nations unies,2.0,0.8479777574539185,Q47423,History_and_Society.Politics_and_government,88.0,5812.641270635258,77.0,4.0,193.0,15.217392000000002,-0.3577933,-11.223686,55.0,709.0,0.07757404795486601,Politics_and_government,History_and_Society,233.19388329982758,17206.450452812016,0.013552701293003587
85,3.0,66977.0,Hydro-Québec,7.0,0.5234303474426271,Q167840,History_and_Society.Business_and_economics,116.0,10343.087030380084,157.0,6.0,0.0,12.608696,15.6120615,-10.497224000000001,7.0,434.0,0.016129032258064516,Business_and_economics,History_and_Society,10.992037296295171,3309.2217975556846,0.0033216381278566155
86,2.0,67609.0,Violette Nozière,5.0,0.5698626637458801,Q3560451,History_and_Society.Society,233.0,1049.0,124.0,1.0,54.0,11.304348,-18.364294,9.603287,12.0,515.0,0.02330097087378641,Society,History_and_Society,13.676703929901125,15653.032885827124,0.000873741467845797
87,3.0,67786.0,Union nationale des étudiants de France,4.0,0.11597072333097458,Q910798,History_and_Society.Politics_and_government,0.0,3143.0,163.0,6.0,60.0,12.608696,3.2206197,-18.919779000000002,40.0,434.0,0.09216589861751152,Politics_and_government,History_and_Society,13.91648679971695,3309.2217975556846,0.0042053653852988
88,4.0,68944.0,Jourdain,7.0,0.12253321707248688,Q40059,Culture.Philosophy_and_religion,116.0,7628.056296375424,157.0,6.0,0.0,13.913044000000001,21.49776,-24.523806,10.0,434.0,0.02304147465437788,Philosophy_and_religion,Culture,4.901328682899474,3309.2217975556846,0.00148111217160475
89,3.0,70289.0,Peter Bogdanovich,5.0,0.2509227991104126,Q158250,Culture.Media.Media*,233.0,8343.0,124.0,1.0,54.0,12.608696,15.637207,15.068129999999998,60.0,515.0,0.11650485436893206,Media*,Culture,45.166103839874275,15653.032885827124,0.0028854538394772968
90,4.0,70864.0,La Baule-Escoublac,7.0,1.0000100135803225,Q213481,Geography.Regions.Europe.Western_Europe,116.0,6424.644840632629,157.0,6.0,0.0,13.913044000000001,-23.306707,-1.9492589,51.0,434.0,0.1175115207373272,Western_Europe,Geography,0.0,3309.2217975556846,0.0
91,1.0,71150.0,Union nationale lycéenne,4.0,0.320831298828125,Q950237,History_and_Society.Business_and_economics,0.0,0.0,163.0,6.0,60.0,10.0,-16.309753,0.776417,7.0,434.0,0.016129032258064516,Business_and_economics,History_and_Society,2.245819091796875,3309.2217975556846,0.0006786547500248309
92,18.0,71299.0,Palmyre,17.0,0.7718535065650941,Q5747,History_and_Society.History,0.0,3472.5137881447827,94.0,7.0,235.0,32.173912,5.8749013,0.25528026,10.0,371.0,0.026954177897574125,History,History_and_Society,138.93363118171695,181345.4238890186,0.0007661270309569147
93,7.0,71849.0,Sébastopol,9.0,0.4843900501728058,Q7525,History_and_Society.Society,47.0,48021.334211583075,42.0,4.0,255.0,17.826088000000006,-13.545669,-2.5710566000000004,41.0,709.0,0.05782792665726375,Society,History_and_Society,139.01994439959526,17206.450452812016,0.00807952487242222
94,22.0,72663.0,Major (industrie musicale),14.0,0.7490972280502319,Q1660312,Culture.Media.Media*,49.0,0.3,164.0,2.0,0.0,37.391304,7.8413687,-20.896751000000002,59.0,385.0,0.15324675324675324,Media*,Culture,972.328202009201,31936.070676252246,0.03044608123103345
95,4.0,75008.0,Jawaharlal Nehru,2.0,0.585111141204834,Q1047,History_and_Society.Politics_and_government,88.0,15264.66182940567,77.0,4.0,193.0,13.913044000000001,8.442944,17.18171,55.0,709.0,0.07757404795486601,Politics_and_government,History_and_Society,128.72445106506348,17206.450452812016,0.007481174075855155
96,2.0,76474.0,Gelsenkirchen,16.0,0.9961855411529541,Q2765,Geography.Regions.Europe.Western_Europe,160.0,0.0,96.0,0.0,153.0,11.304348,-8.577869,7.1528406,33.0,197.0,0.16751269035532995,Western_Europe,Geography,0.0,6809.49644510448,0.0
